customer,date
0032j000007mq8KAAQ,2020-11-26
0032j000001UAvLAAW,2020-11-18
0032j000001UOfrAAG,2020-12-16
0032j00000BHjsZAAT,2020-11-04
0032j000004deHsAAI,2020-12-24
0032j000004e1YgAAI,2020-11-09
0032j00000CmtjWAAR,2020-12-10
0032j0000064ZdgAAE,2020-11-20
0032j000001UNpvAAG,2020-11-13
0032j000008mHLMAA2,2020-12-13
0032j000002gOIuAAM,2020-11-11
0032j000004eDx1AAE,2020-12-19
0032j000002j9ZjAAI,2020-11-19
0032j000008nTFrAAM,2020-11-05
0032j000002gDEQAA2,2020-11-05
0032j000002gL2hAAE,2020-11-09
0032j0000062v90AAA,2020-12-09
0032j00000CIaeXAAT,2020-11-10
0032j00000BIBcsAAH,2020-11-20
0032j00000CIex1AAD,2020-12-09
0032j00000BHa6qAAD,2020-11-26
0032j00000CJb5dAAD,2020-12-04
0032j000001UUbPAAW,2020-12-15
0032j000008lkhIAAQ,2020-12-21
0032j000001UTAAAA4,2020-11-21
0030o00002uzlQXAAY,2020-11-09
0032j000001U5MdAAK,2020-11-11
0032j000001U7uSAAS,2020-11-24
0032j000001UF81AAG,2020-11-05
0032j00000CnYZVAA3,2020-12-25
0032j000002j57GAAQ,2020-11-20
0030o00002uzkMXAAY,2020-12-15
0032j0000064ROhAAM,2020-11-10
0032j000001UDQNAA4,2020-11-10
0032j000002j8riAAA,2020-12-07
0032j000004eAKJAA2,2020-11-04
0032j000004fDb9AAE,2020-11-12
0032j000004ddcRAAQ,2020-12-15
0032j000004duKKAAY,2020-12-14
0032j0000062vM2AAI,2020-12-15
0032j000002gKiiAAE,2020-12-24
0032j000007nvZkAAI,2020-12-21
0032j000002iAyBAAU,2020-11-13
0030o00002uzlbLAAQ,2020-11-18
0032j000008lb4EAAQ,2020-11-09
0032j000002jA1kAAE,2020-12-07
0032j000004dSQ3AAM,2020-12-03
0030o000033eXPqAAM,2020-11-04
0032j000004dxZzAAI,2020-12-25
0032j000007mrLqAAI,2020-11-02
0032j0000064ZbZAAU,2020-11-04
0032j00000CIehvAAD,2020-11-11
0032j00000CJ5zXAAT,2020-11-19
0032j00000BI2DBAA1,2020-11-02
0032j000002gqJqAAI,2020-11-11
0032j000007mr3wAAA,2020-12-26
0032j000002j6erAAA,2020-11-13
0032j000008meiqAAA,2020-12-17
0032j000001UTutAAG,2020-12-01
0032j000001UEw6AAG,2020-12-10
0032j00000Cny5OAAR,2020-12-16
0032j000001UXhvAAG,2020-12-04
0032j000004g1beAAA,2020-12-21
0032j000001UKmbAAG,2021-01-06
0032j000002gKTgAAM,2020-11-06
0032j000008mEpuAAE,2020-11-18
0032j00000BHjCjAAL,2020-11-30
0032j000002gKqSAAU,2020-12-12
0032j000004eA0AAAU,2020-11-17
0032j000004dzVxAAI,2020-11-19
0032j00000Co5lzAAB,2020-12-18
0032j000004e1wrAAA,2020-12-02
0032j000001UOe0AAG,2020-12-04
0032j00000BIHXfAAP,2020-12-01
0030o00002uzk5vAAA,2020-11-13
0032j000001U5OKAA0,2020-12-04
0032j000002gL0oAAE,2020-11-13
0032j000007nTmLAAU,2020-12-25
0032j000008mezZAAQ,2020-11-09
0032j000001UNheAAG,2020-12-17
0032j000001UOCFAA4,2020-12-15
0032j000001UFZ8AAO,2020-11-11
0032j000001UkcTAAS,2020-12-04
0032j000001UExgAAG,2020-11-19
0032j00000CIbdvAAD,2020-12-18
0032j000007oWudAAE,2020-12-03
0032j000001UF6hAAG,2020-11-02
0032j00000BI3FaAAL,2020-11-20
0032j000001UE6WAAW,2020-11-20
0032j00000CJh7RAAT,2020-11-27
0032j000007mpUnAAI,2020-12-14
0030o00002yEp3KAAS,2020-11-12
0032j000002jBlTAAU,2020-12-15
0032j000002j6KqAAI,2020-11-22
0032j000007oDV3AAM,2020-12-18
0030o00002uzlPPAAY,2020-11-19
0032j000004eVmhAAE,2020-12-25
0032j0000062uFMAAY,2020-12-22
0032j00000CIew6AAD,2020-11-11
0032j000007mou9AAA,2020-11-16
0032j000004e1NVAAY,2020-12-21
0032j000001UXiWAAW,2020-12-15
0032j000008mkFbAAI,2020-12-10
0032j000001UXn5AAG,2020-11-11
0032j000001UzNxAAK,2020-12-08
0032j000001UIKXAA4,2020-11-16
0032j00000CJ2ITAA1,2020-12-14
0030o00002uzlE9AAI,2020-12-23
0032j00000CJAVuAAP,2020-11-19
0032j000001UX0OAAW,2020-11-17
0030o00002nkSpLAAU,2020-12-03
0032j000004fp9CAAQ,2020-12-10
0032j000002jA42AAE,2020-11-24
0032j000002gqJgAAI,2020-11-24
0032j0000062v8vAAA,2020-12-11
0032j000008mfIDAAY,2020-11-04
0032j00000CJGn7AAH,2020-11-26
0030o000033dRz8AAE,2020-12-02
0032j000002j6btAAA,2020-11-25
0032j00000BHXieAAH,2020-11-26
0032j00000CJ6upAAD,2020-12-10
0032j000002jAWtAAM,2020-11-23
0032j000008mxxSAAQ,2020-11-23
0030o00002uzmZXAAY,2020-12-23
0032j000007nAtXAAU,2020-12-16
0032j00000CnOCAAA3,2020-12-16
0032j000007mphKAAQ,2020-11-07
0032j00000CmdpLAAR,2020-11-30
0032j000004eB2wAAE,2020-11-16
0032j000008nQnZAAU,2020-11-19
0032j000001UMSVAA4,2020-12-23
0030o000033ecSgAAI,2020-11-04
0032j000004dx7MAAQ,2020-12-04
0032j000002gKotAAE,2020-12-15
0032j000008nGB8AAM,2020-11-11
0032j00000BHOquAAH,2020-12-04
0032j000001UTofAAG,2020-11-03
0032j00000Cmk2hAAB,2020-11-30
0032j000007oABQAA2,2020-12-07
0032j00000BHko7AAD,2020-11-25
0032j000004g5JKAAY,2020-11-07
0032j00000CIvKRAA1,2020-11-17
0032j000002j5cSAAQ,2020-11-24
0032j00000CJfr7AAD,2020-11-27
0032j000002j3mhAAA,2020-12-02
0032j000001TgAxAAK,2020-12-03
0032j000004ddPIAAY,2020-11-20
0032j00000BH9lcAAD,2020-12-10
0032j00000CIfGaAAL,2020-11-13
0032j000004eEDCAA2,2020-11-04
0032j000001US2uAAG,2020-11-10
0032j000001UECxAAO,2020-11-26
0032j000007mphdAAA,2020-11-03
0032j000004dxx5AAA,2020-12-04
0032j00000Cnd33AAB,2020-12-14
0030o000033bAi2AAE,2020-11-09
0030o000033cQiJAAU,2020-12-06
0032j000001UFEmAAO,2020-12-01
0032j00000CmmSZAAZ,2020-11-30
0032j00000BHLlAAAX,2020-11-04
0032j000004e02oAAA,2020-11-06
0032j00000CIjzIAAT,2020-11-13
0032j000004e0MNAAY,2020-12-01
0032j00000CnN9CAAV,2020-12-11
0032j000001UFOwAAO,2020-11-03
0032j000004dgmsAAA,2020-11-17
0032j000007msEnAAI,2020-12-15
0032j000002jCmUAAU,2020-12-23
0032j000008lSizAAE,2020-11-04
0032j000002gKqeAAE,2020-11-12
0032j00000CJetBAAT,2020-11-26
0032j000008nHH5AAM,2020-11-24
0032j000001UTTpAAO,2020-12-23
0032j000007nW8tAAE,2020-11-11
0032j000008lcBZAAY,2020-12-15
0032j000008nqZwAAI,2020-11-20
0032j000002jAX9AAM,2020-12-26
0032j000001UCDGAA4,2020-11-25
0032j000001UTkJAAW,2020-11-25
0032j00000CJ8vFAAT,2020-11-19
0032j00000CIubAAAT,2020-12-09
0032j000001UFg6AAG,2020-11-30
0032j000001WONnAAO,2020-11-09
0030o00002nkSwqAAE,2020-12-22
0032j000004e9ryAAA,2020-11-13
0032j000001UCQjAAO,2020-11-12
0032j0000062J7fAAE,2020-12-11
0032j000002jCEYAA2,2020-11-21
0032j00000CJhIQAA1,2020-11-30
0032j000001UMMXAA4,2020-12-17
0032j00000CmtpTAAR,2020-12-03
0032j000002j6SLAAY,2020-12-03
0032j0000077pIRAAY,2020-11-18
0032j000004e1H9AAI,2020-12-04
0032j000001UWiVAAW,2020-11-03
0032j00000CmsrLAAR,2020-12-08
0032j000001UDTxAAO,2020-12-18
0032j00000CoIINAA3,2020-12-24
0032j000002j9J5AAI,2020-12-25
0032j00000CJFr0AAH,2020-11-27
0032j000002j8K4AAI,2020-11-12
0032j000002hCzlAAE,2020-11-02
0032j00000CJ7O4AAL,2020-12-28
0032j000001UDeSAAW,2020-11-27
0032j000001UVScAAO,2020-11-27
0030o00002uzlDUAAY,2020-12-15
0032j000002jCJZAA2,2020-11-17
0032j000002jc8RAAQ,2020-12-10
0032j00000BI7tTAAT,2020-11-26
0032j00000CIXXeAAP,2020-11-16
0032j000001UTQDAA4,2020-12-08
0030o000033dbkeAAA,2020-11-11
0032j000004e1B9AAI,2020-11-26
0032j0000077UQmAAM,2020-11-26
0032j000004dg3uAAA,2020-11-06
0032j000004dcVTAAY,2020-11-28
0032j000002jAdGAAU,2020-11-30
0032j000007ntcaAAA,2021-01-12
0030o00002uzmXPAAY,2020-11-10
0032j000001UU8kAAG,2020-11-05
0032j00000778Q6AAI,2021-01-22
0030o000036DNeLAAW,2021-02-03
0032j00000CnHrEAAV,2021-01-20
0032j00000BHl09AAD,2021-04-20
0032j000007k6QQAAY,2021-03-29
0032j000001UFwhAAG,2021-01-27
0032j000004dg9cAAA,2021-03-23
0032j00000Cnr69AAB,2020-12-15
0032j000005s8T9AAI,2020-12-18
0032j00000FYjUXAA1,2021-03-26
0032j000004ddJDAAY,2021-01-08
0032j00000FXlZPAA1,2021-03-19
0032j00000DiV83AAF,2021-01-26
0032j000001Tke0AAC,2021-03-03
0032j000001UDeJAAW,2020-11-18
0032j00000DkWXoAAN,2021-02-16
0032j000001Ua6wAAC,2021-03-10
0032j000001UTznAAG,2021-03-04
0032j00000DlDRDAA3,2021-03-01
0032j000002hwlrAAA,2021-03-23
0032j00000DiNfJAAV,2021-01-21
0032j0000062uGGAAY,2021-03-22
0032j00000BHCQMAA5,2021-03-26
0032j00000Djl2GAAR,2021-02-17
0032j0000062JatAAE,2021-02-01
0032j000004dfcrAAA,2021-01-26
0032j000001UF8sAAG,2021-02-25
0032j000004dSPOAA2,2021-03-19
0032j000004dePTAAY,2021-03-22
0032j000007mysgAAA,2020-12-28
0032j00000DjE8jAAF,2021-02-02
0032j000002ixPpAAI,2020-12-07
0032j000004deK2AAI,2021-03-29
0032j00000DkdH5AAJ,2021-02-17
0032j000004dZEIAA2,2021-01-08
0032j000008nVLlAAM,2021-02-25
0032j0000064fbkAAA,2021-03-31
0032j00000FZ7U1AAL,2021-03-30
0032j000002gtacAAA,2021-01-07
0032j00000CnJMFAA3,2021-03-08
0030o00002uzmR7AAI,2021-02-25
0032j000001UEqxAAG,2021-03-30
0032j00000622E1AAI,2021-01-29
0032j00000FZPNUAA5,2021-03-30
0032j0000062v9RAAQ,2021-03-25
0030o00002uzlUqAAI,2021-03-23
0030o00002sbFJFAA2,2021-03-19
0032j00000Dk6DNAAZ,2021-02-16
0030o00002uzlDFAAY,2021-01-15
0032j00000FWykaAAD,2021-03-30
0032j000001UMWHAA4,2021-02-22
0032j000008nBYEAA2,2021-02-09
0032j00000Dk5OYAAZ,2021-03-16
0032j00000DiB7WAAV,2021-01-21
0032j000001UXnVAAW,2021-02-17
0030o00002uzmSQAAY,2021-02-11
0032j000008ns6YAAQ,2021-03-24
0032j000004dXWMAA2,2021-03-08
0032j000002jD1qAAE,2021-03-21
0032j000002j508AAA,2021-02-04
0030o00002uzlONAAY,2021-03-22
0032j000001UPUMAA4,2021-03-26
0032j00000FWy9tAAD,2021-03-12
0032j000001VbrDAAS,2021-03-01
0032j0000077VxFAAU,2021-02-24
0032j00000FXeTHAA1,2021-03-30
0032j00000CmnnwAAB,2020-12-08
0032j000001UMT9AAO,2021-03-29
0032j00000CJUHjAAP,2021-03-24
0032j0000062tquAAA,2021-01-29
0032j000007oILuAAM,2021-02-19
0032j000004dgtXAAQ,2021-03-23
0032j0000062ugnAAA,2021-03-24
0032j000001UT9TAAW,2021-03-22
0032j00000DjFcuAAF,2021-02-08
0032j00000DkdYtAAJ,2021-03-30
0032j000004dXWlAAM,2021-03-01
0032j000004eCzMAAU,2021-02-09
0032j0000062txbAAA,2020-12-29
0032j000004decWAAQ,2021-03-22
0032j00000DjEv6AAF,2021-03-24
0030o00002uzlh8AAA,2021-03-25
0032j00000CJRc4AAH,2021-02-16
0032j000001UDhjAAG,2021-03-22
0032j000007kGBBAA2,2021-02-20
0032j0000077VfwAAE,2021-01-22
0032j000004e13HAAQ,2021-03-23
0032j000002jlhRAAQ,2021-03-31
0032j00000Djo5NAAR,2021-02-08
0032j000007nuTYAAY,2021-03-30
0032j000002gKa4AAE,2021-03-31
0032j000004dUdoAAE,2020-12-25
0032j000001UCLaAAO,2021-03-30
0032j000001UDcVAAW,2021-01-13
0032j000001U9GlAAK,2021-03-29
0032j000002gKh6AAE,2021-03-26
0032j000007oYAqAAM,2021-01-25
0032j000008nP63AAE,2021-03-29
0032j0000062IzTAAU,2021-03-31
0032j00000CoCUoAAN,2021-03-15
0032j00000FYoORAA1,2021-03-30
0032j000001UFSXAA4,2021-03-26
0032j00000DjJznAAF,2021-02-02
0032j00000BHQOYAA5,2021-03-23
0032j00000FYTtRAAX,2021-03-19
0032j000001UDHNAA4,2021-03-12
0032j000001UT2DAAW,2021-03-29
0030o00002uzj8FAAQ,2021-03-30
0032j00000DiF6UAAV,2021-02-09
0032j000008nOlLAAU,2021-03-23
0032j000001Ufn7AAC,2021-02-19
0032j00000FYkixAAD,2021-03-23
0032j000001UEW0AAO,2021-03-15
0032j000001UaWPAA0,2021-03-16
0032j000001UaPpAAK,2021-03-19
0032j000007GcyvAAC,2021-03-22
0032j00000FZ8x6AAD,2021-03-31
0032j000004dgzSAAQ,2021-03-31
0032j000002j2wKAAQ,2020-12-23
0032j000007k4ToAAI,2021-03-19
0032j000002gqJEAAY,2021-03-02
0032j000002jCGtAAM,2021-03-31
0030o000033d6mpAAA,2021-03-26
0032j000004e8JGAAY,2021-03-29
0032j000001UFKmAAO,2021-03-12
0032j000001Tm8gAAC,2020-12-02
0032j00000Dijd0AAB,2021-01-27
0032j000001UO4JAAW,2021-02-01
0032j000001UXesAAG,2021-03-05
0032j0000062vEsAAI,2021-03-08
0032j000001VbprAAC,2021-03-01
0032j000001UFBIAA4,2021-03-31
0032j00000Dhq6aAAB,2021-02-02
0032j000007k4yLAAQ,2021-03-23
0032j000008n3FOAAY,2021-03-31
0032j00000FYzMPAA1,2021-03-30
0032j000004dzbVAAQ,2021-02-03
0030o000033eHrIAAU,2021-03-03
0032j000004e3RXAAY,2021-01-15
0032j00000DjUKTAA3,2021-02-09
0032j000001UMPDAA4,2021-03-31
0032j000004g72vAAA,2021-03-25
0032j000002j9YgAAI,2021-03-22
0032j000004e1yRAAQ,2020-12-03
0032j000002j9luAAA,2021-03-22
0032j000004ddR6AAI,2021-03-25
0032j00000CIcVkAAL,2021-03-15
0032j00000DhmHiAAJ,2021-01-15
0030o00002uzlIRAAY,2021-03-09
0032j000002jAvxAAE,2021-03-29
0032j0000077pHlAAI,2021-02-04
0032j000001U8eSAAS,2020-12-18
0030o000036ArFdAAK,2020-12-01
0032j000004dg49AAA,2020-12-09
0032j000004e1dUAAQ,2021-03-25
0032j000002jB1kAAE,2021-03-22
0032j000002j6W2AAI,2021-03-26
0032j00000FY6uAAAT,2021-03-24
0032j000001UXdcAAG,2020-12-25
0032j000004dgssAAA,2021-01-25
0032j000004dwAXAAY,2020-12-07
0032j0000077nwoAAA,2021-01-28
0030o000033cGpiAAE,2021-03-31
0032j000001UErJAAW,2020-11-19
0032j000008nVMRAA2,2021-02-03
0032j000004df1JAAQ,2021-03-17
0032j000008nV8aAAE,2021-03-19
0032j000001US6nAAG,2021-02-16
0032j000001UHiqAAG,2021-03-24
0032j00000CngYxAAJ,2020-12-14
0032j000004dXYfAAM,2021-01-12
0032j000004e0TnAAI,2021-02-17
0032j000002jAACAA2,2020-12-08
0032j000007k6r2AAA,2021-02-26
0032j000001UEreAAG,2021-02-23
0032j00000FZTTcAAP,2021-03-31
0032j000008lbzaAAA,2020-12-24
0032j000002jAteAAE,2021-02-10
0032j000001UF7HAAW,2021-03-12
0032j000001UFL5AAO,2021-03-01
0032j000008lwkzAAA,2021-02-16
0032j000001UFoaAAG,2021-03-19
0030o00002uzjzEAAQ,2021-01-25
0032j000002j96zAAA,2021-02-17
0032j00000CnnHoAAJ,2021-01-08
0032j00000776WrAAI,2021-02-09
0032j000004dTAOAA2,2021-03-31
0032j000002j445AAA,2021-02-08
0032j000002gKnoAAE,2021-03-24
0032j000008lkluAAA,2021-03-24
0032j000004dRD6AAM,2021-03-22
0032j00000DiPJPAA3,2021-02-08
0032j0000076oAwAAI,2021-03-17
0032j000001UZMLAA4,2020-12-21
0032j000001UNLxAAO,2021-01-25
0032j00000CnSg5AAF,2021-01-09
0032j000001UDC1AAO,2021-03-22
0032j000001UEeBAAW,2021-02-24
0032j000001UDU4AAO,2021-02-16
0032j00000FWxq6AAD,2021-03-04
0032j000001UMIlAAO,2021-02-24
0032j000002j2TEAAY,2021-02-12
0032j000002j3IIAAY,2021-01-06
0032j000004eA9XAAU,2021-01-09
0032j000001UTFuAAO,2020-12-22
0032j00000FYueRAAT,2021-03-26
0032j000004duOuAAI,2021-03-16
0032j000007mreqAAA,2021-02-24
0032j000004dcdEAAQ,2021-02-26
0032j00000BI8LdAAL,2021-03-04
0032j000002j3CbAAI,2021-03-22
0032j00000DiaYpAAJ,2021-01-28
0032j000008mxeZAAQ,2021-03-29
0032j000008nQw6AAE,2021-03-01
0032j000007nuRHAAY,2021-03-22
0032j000004eDQnAAM,2021-03-30
0032j00000DiVyHAAV,2021-03-31
0032j000008nGUPAA2,2021-02-09
0032j000004e0veAAA,2021-03-22
0032j000004dTAcAAM,2020-12-14
0032j00000BHl57AAD,2021-02-17
0030o00002uzl97AAA,2021-03-25
0032j0000062uRUAAY,2021-02-11
0032j000001UErXAAW,2021-01-13
0032j000002gKnxAAE,2021-03-02
0032j00000DlWiKAAV,2021-03-30
0032j00000DkZR9AAN,2021-03-01
0032j000001UFRNAA4,2021-03-25
0032j000001UMF1AAO,2021-03-29
0032j000001UNuuAAG,2021-03-29
0032j0000062ccGAAQ,2021-01-07
0032j000008mJLvAAM,2021-03-30
0032j000007ntWoAAI,2021-02-12
0032j000001UEVEAA4,2020-12-26
0032j0000061iw2AAA,2021-02-16
0032j000004dS84AAE,2021-01-27
0032j000007n88uAAA,2021-02-04
0032j000001UZHeAAO,2021-01-28
0032j000007kGDMAA2,2021-03-18
0032j000004deOPAAY,2021-01-21
0032j000005s2U6AAI,2021-02-08
0032j00000FX78HAAT,2021-03-07
0032j00000DjlC2AAJ,2021-02-09
0032j00000DiciQAAR,2021-01-21
0032j000004e43lAAA,2021-01-12
0030o00002uzjHMAAY,2020-12-18
0032j000007o9o1AAA,2020-12-10
0032j00000DkdXlAAJ,2021-02-18
0032j000001UDCSAA4,2021-03-30
0030o00002uzjrfAAA,2021-03-29
0032j000007mp5wAAA,2021-02-05
0030o00002uznBbAAI,2021-01-13
0032j000001UFdUAAW,2021-03-23
0032j000001UXv5AAG,2021-03-30
0032j00000FZ3t5AAD,2021-03-25
0030o000036CrRlAAK,2021-03-22
0032j000008lZPrAAM,2020-12-23
0032j00000DkHj8AAF,2021-02-15
0030o00002sbYbdAAE,2021-02-16
0032j00000CJ6ovAAD,2021-03-26
0032j000002jCeFAAU,2021-02-10
0032j000008nMK2AAM,2021-02-26
0032j00000DjBtxAAF,2021-01-29
0032j00000CoIeKAAV,2021-01-06
0032j000007ntULAAY,2021-03-22
0032j000007k4NEAAY,2021-01-13
0032j000002jYVxAAM,2021-01-19
0032j000001UWkIAAW,2021-01-22
0030o000036AwH3AAK,2021-03-17
0032j000002j3tYAAQ,2021-03-25
0032j000002j45dAAA,2021-03-24
0032j00000FYpzqAAD,2021-03-24
0032j0000076lpRAAQ,2021-03-25
0032j00000DlDCuAAN,2021-02-24
0032j00000DkAl2AAF,2021-03-30
0032j000004duPoAAI,2021-03-10
0032j0000064ROGAA2,2021-03-19
0032j00000Cn2jwAAB,2020-12-24
0032j00000Cn2z7AAB,2020-12-09
0032j000008nVC7AAM,2020-12-17
0030o00002wa6OUAAY,2021-02-05
0032j00000DhsCtAAJ,2021-01-20
0032j000001UDqAAAW,2020-12-24
0032j000004eAVWAA2,2021-02-10
0032j000002inXmAAI,2020-11-25
0032j000001UPJLAA4,2021-03-23
0032j000002ghXvAAI,2021-02-09
0032j000008nY8mAAE,2021-03-23
0032j000001UMS4AAO,2021-02-02
0030o00002uzlo0AAA,2021-03-31
0032j000002jCETAA2,2021-03-29
0032j00000Di0KWAAZ,2021-01-12
0032j00000DkClNAAV,2021-02-26
0032j000008mJFyAAM,2021-02-22
0032j000002j3KrAAI,2021-03-23
0032j000001UPKKAA4,2021-01-18
0032j00000CnxKfAAJ,2020-12-17
0032j000001US2IAAW,2020-12-24
0032j000002jqj6AAA,2021-03-23
0032j000004dvdeAAA,2020-12-18
0032j00000FXYLSAA5,2021-03-22
0032j000004dcjQAAQ,2020-12-15
0030o000033dem5AAA,2021-02-16
0030o00002uzl0aAAA,2021-03-25
0032j00000DiOzWAAV,2021-01-19
0032j00000DlgtEAAR,2021-03-30
0032j000001UZ3LAAW,2021-03-25
0032j000001VjjLAAS,2021-03-19
0032j000001UBc0AAG,2021-03-30
0032j000001TgKrAAK,2021-01-26
0032j000001U9OuAAK,2021-01-06
0032j000004deVbAAI,2021-03-12
0032j000008nHJpAAM,2021-02-10
0032j000002j4lYAAQ,2021-03-23
0032j000001UDdPAAW,2021-03-23
0032j00000Dkp8ZAAR,2021-02-24
0032j00000DhqLlAAJ,2021-01-26
0032j000007mqpsAAA,2020-12-18
0032j00000Cp6J9AAJ,2021-01-08
0032j000002iLgNAAU,2021-03-10
0032j00000DiyjWAAR,2021-02-01
0032j000002jtdDAAQ,2021-02-05
0032j0000069Wa2AAE,2021-02-03
0030o00002uzn3cAAA,2021-01-06
0030o00002nkSpMAAU,2021-03-01
0032j000001UWdFAAW,2021-03-31
0032j000004duXUAAY,2021-03-30
0032j000001UEWLAA4,2021-01-21
0032j000002j5sgAAA,2021-01-05
0032j00000DiWo8AAF,2021-02-17
0032j000002jCMrAAM,2021-02-18
0032j000001UET3AAO,2021-03-29
0032j000007oNrOAAU,2021-01-06
0032j000004e9DSAAY,2021-02-08
0032j000004dfYzAAI,2021-03-09
0032j000001UEeeAAG,2021-01-19
0032j00000FYT9lAAH,2021-03-19
0032j0000062vLkAAI,2020-11-27
0030o00002uzjxTAAQ,2021-01-25
0032j000004eCipAAE,2021-03-22
0032j000004dgoeAAA,2021-02-03
0032j000002j4VrAAI,2021-03-01
0032j000001UTqBAAW,2021-03-23
0032j000004dxdtAAA,2021-01-21
0032j00000FZ464AAD,2021-03-26
0032j000001f7g1AAA,2021-01-14
0032j00000CnQw7AAF,2021-02-03
0030o00002uzm5jAAA,2021-02-05
0032j000007oIXpAAM,2021-03-17
0032j00000DlCmtAAF,2021-03-01
0032j00000FXACJAA5,2021-03-24
0032j000008nYg3AAE,2021-01-21
0032j000007moAhAAI,2021-02-19
0032j000008m1TIAAY,2021-02-12
0032j000002j4JxAAI,2021-02-23
0030o00002uzjNzAAI,2021-03-04
0032j00000FY5wDAAT,2021-03-18
0032j000002j5NsAAI,2021-03-02
0032j000004e9ObAAI,2021-03-16
0032j000004dupmAAA,2021-02-01
0032j000001UDKLAA4,2021-02-10
0032j00000DiqbAAAR,2021-02-03
0032j000001UOxcAAG,2021-01-25
0032j000008lbbYAAQ,2020-11-02
0032j000002j6xqAAA,2020-12-18
0032j000008my71AAA,2021-01-11
0032j000004dgzMAAQ,2021-02-16
0032j000004dQXlAAM,2021-02-18
0030o00002sZF5LAAW,2021-01-13
0032j000007mrGtAAI,2021-02-17
0030o000036D2DxAAK,2021-01-16
0032j00000CoYwaAAF,2021-01-19
0032j00000BHQndAAH,2021-01-13
0030o00002uzlsAAAQ,2020-11-30
0032j000007k6JqAAI,2021-02-26
0032j000001V5G4AAK,2021-01-06
0032j000002gL1nAAE,2021-02-04
0032j00000DjOtbAAF,2021-02-02
0032j000001Ug48AAC,2021-03-09
0032j000002jFcGAAU,2020-12-23
0030o000036CkcNAAS,2021-02-15
0032j00000Dhq8CAAR,2021-03-17
0032j000008nLUeAAM,2020-12-11
0032j00000DiELaAAN,2021-01-27
0032j00000CnWf9AAF,2020-12-14
0032j000002jCfJAAU,2021-02-25
0032j000007mquXAAQ,2020-12-23
0032j00000DjVv1AAF,2021-02-04
0032j00000DkQY1AAN,2021-02-16
0030o000036AriLAAS,2021-03-16
0032j000004dTRcAAM,2020-11-16
0032j000002gtU5AAI,2021-02-10
0032j000004dzHXAAY,2021-03-05
0032j00000DjmW6AAJ,2021-02-11
0032j0000061gCYAAY,2020-12-21
0032j00000DjG1PAAV,2021-02-04
0032j000004duDfAAI,2021-01-21
0032j000004dujzAAA,2020-11-19
0032j000008mx8oAAA,2021-01-14
0032j00000DkoTBAAZ,2021-02-19
0032j000002i8HzAAI,2021-01-06
0032j00000DiC2mAAF,2021-01-15
0032j000001UISrAAO,2021-03-03
0032j000004eC4LAAU,2021-01-14
0032j000001fGBCAA2,2021-02-08
0032j000001UPXBAA4,2021-01-28
0032j000008lkUwAAI,2021-02-19
0032j000007mo6qAAA,2021-03-23
0032j00000CIbkOAAT,2021-04-02
0032j000004eAyrAAE,2021-01-07
0032j00000Div1BAAR,2021-02-08
0032j00000DhpxbAAB,2021-01-15
0032j000008mF6uAAE,2021-02-22
0032j000002hNYwAAM,2021-02-19
0032j000004deTuAAI,2021-02-17
0032j00000BHhXVAA1,2020-12-11
0032j00000Dk2rfAAB,2021-02-16
0030o00002uzjsfAAA,2021-02-15
0032j000004f9jQAAQ,2021-01-14
0032j000008naGSAAY,2021-01-19
0032j000007n7yvAAA,2021-01-27
0032j000004dgNAAAY,2021-02-24
0032j00000DiNWYAA3,2021-01-28
0032j000002j2TrAAI,2021-02-26
0032j000001UEvUAAW,2021-02-08
0032j000001Ua7oAAC,2021-01-19
0030o00002uzmTiAAI,2021-02-17
0032j00000DjmQVAAZ,2021-02-05
0032j00000DlcKxAAJ,2021-03-09
0032j000002jBczAAE,2021-01-22
0032j000004dTBGAA2,2020-12-15
0030o000036AqB5AAK,2021-01-07
0032j000004dfjZAAQ,2021-01-07
0032j00000DlDTOAA3,2021-03-01
0032j000002jN82AAE,2021-02-22
0032j000002j3xyAAA,2021-01-08
0032j000001UEboAAG,2021-03-05
0032j00000Dk7ylAAB,2021-02-26
0032j000002jBNnAAM,2021-02-17
0032j000004eBGMAA2,2021-01-19
0032j00000CJBvFAAX,2021-01-21
0032j000002jAuxAAE,2021-01-14
0032j000002j5LTAAY,2021-02-12
0032j000001UF97AAG,2020-11-25
0032j000002j8LIAAY,2021-03-16
0032j00000Djn1lAAB,2021-02-19
0030o00002uzkvxAAA,2021-02-16
0032j00000FYAQCAA5,2021-03-19
0032j000008mJRsAAM,2021-02-02
0032j000004dTRQAA2,2020-12-14
0032j00000Cns9KAAR,2021-01-25
0032j000005s2YlAAI,2021-02-10
0032j000006rq4HAAQ,2021-02-18
0030o00002pUrbeAAC,2021-01-19
0032j000004dQQgAAM,2021-01-28
0032j00000CoLxIAAV,2021-02-18
0032j000001URmlAAG,2021-01-20
0032j000004dw3gAAA,2021-02-01
0030o00002uzkwaAAA,2021-03-17
0032j000001UZNDAA4,2021-01-08
0032j000004e1GaAAI,2021-02-04
0032j00000CJfaJAAT,2020-12-02
0032j000001UDu0AAG,2021-02-04
0032j000001UPX5AAO,2021-02-18
0032j000007nd6GAAQ,2021-02-16
0032j000004elCDAAY,2021-02-15
0032j00000621vYAAQ,2021-02-16
0032j000002j6cwAAA,2021-02-02
0032j00000DjXy1AAF,2021-02-17
0032j000001US7kAAG,2021-02-26
